did,handle,avatar,banner,description,display_name,followers_count,follows_count,indexed_at,labels,posts_count,viewer,py_type,is_frequent_poster
did:plc:mnrbhmualxzjufqwtykwrvrw,wolfyama.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mnrbhmualxzjufqwtykwrvrw/bafkreidfsxzqeph3boe5nvfe4wxpkw2ojnbjhc4qhde5okqfo32fatbuim@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:mnrbhmualxzjufqwtykwrvrw/bafkreiakbcqn3jddyegmtsx2bafubsgiyrppigilotp2bfi2exveza7l4q@jpeg,"The biggest, baddest wolfbro you know

🔞furry porn artist NO MINORS🔞

https://wolfyama.itch.io",Yama,3487,188,2024-02-18T18:37:16.943Z,[],1234,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:pmqvr2bjbb2oeotl6xzi7grp,shoegaze-dad.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:pmqvr2bjbb2oeotl6xzi7grp/bafkreiftmx5ytkvqf5tw5mtgeawbfgmkqxzqimqc6mshl4gk2jr3qyhyq4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pmqvr2bjbb2oeotl6xzi7grp/bafkreicb3jw6syth6vkstl3nf5o573var7fkuzvetdiwy7wlni4upvly6q@jpeg,"Every job is a factory, every factory's a grave, every worker's a wheel, for a hot meal a day (siya)",Shoegaze Dad 🇵🇭,3612,2035,2024-01-25T23:52:04.181Z,[],3019,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:z2rokxrttw5254hogmucux2x,lookitup.baby,https://cdn.bsky.app/img/avatar/plain/did:plc:z2rokxrttw5254hogmucux2x/bafkreif7zcepr4rrg3o4gctttycvbklypxvzlpsfd7y4bo2bkixrvdafv4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:z2rokxrttw5254hogmucux2x/bafkreia25jvwovrruz7j56vf5v3a436ghjdc4ii6l4ygj6zhkqe5wbxiz4@jpeg,some nerd in Minneapolis. They/he. Stay punk 🏴,Ian Coldwater 📦💥,16981,556,2024-03-03T17:30:47.007Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:z2rokxrttw5254hogmucux2x', uri='at://did:plc:z2rokxrttw5254hogmucux2x/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreic4pfcxugy66ejwnezrcff4w57dby2ok2s34rz7naexsnxaxt7bl4', neg=None, py_type='com.atproto.label.defs#label')]",5730,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:tee3nfcsu6r7nhz6k3pakk3h,paulgcornish.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tee3nfcsu6r7nhz6k3pakk3h/bafkreibwmvzf4u6fz3ye3h4hxfww4tjks5onqpc5lbvckeulhbetnrdfne@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:tee3nfcsu6r7nhz6k3pakk3h/bafkreidbdfs52mublmghuq72wfyhzu7rstfvf425rtzidl4rldxzbcrmia@jpeg,"Science communicator, writer, village scallywag, blackguard of the neighbourhood. he/him
paulgcornish.weebly.com",Paul Cornish,340,414,2024-02-12T18:05:18.044Z,[],826,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:7kbrpoxrxa6cgegxrhdgihhp,blueheronfarm.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7kbrpoxrxa6cgegxrhdgihhp/bafkreicwx3m5zkr4slq3hd7yl4iwyfsvkahayt2dxekhgshefj6bjnwiai@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:7kbrpoxrxa6cgegxrhdgihhp/bafkreihjjz6jeunpz2cptao7c6jiuggvm3hyvaqnktlpgz5q7cyxc365by@jpeg,"Antifa goat dairy and beer garden in Field Store (Houston) Texas. We make cheese and trouble.

Buy stuff: https://blueheronfarmcajeta.com/",Blue Heron Farm,13662,195,2024-01-26T00:02:23.907Z,[],6858,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:lp6wfrs3wtfklh6nfr6ksefh,theciscokidder.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:lp6wfrs3wtfklh6nfr6ksefh/bafkreif7kzf6zy5nkznudhviy3wlufqyjwt4x3bnuznchi56wbmxobbcwu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lp6wfrs3wtfklh6nfr6ksefh/bafkreifu2ktrc5ipsmp5oejgdezc2oygnqtgj7o2wkg5cofxv5jjldzcdy@jpeg,"Stay home dad. Left af. Just here for the funny.

My posts https://bsky.app/profile/did:plc:lp6wfrs3wtfklh6nfr6ksefh/feed/aaaczmcypwicq

My shitter https://twitter.com/search?q=Theciscokidder%20exclude%3Areplies&t=50vkMr3hHQi8sv4aDdIqKg&s=09",Theciscokidder,1174,1056,2024-01-25T23:55:16.081Z,[],2097,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:2cz6x3e7thlqjc5cxa2hnbsn,uncleduke1969.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:2cz6x3e7thlqjc5cxa2hnbsn/bafkreia2zgy2kt32byybjrapshpgpkginlxgh2pzgriws2exlgolokwpxy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:2cz6x3e7thlqjc5cxa2hnbsn/bafkreieebujl2kcx5exwflhegxq2rx3twgnialborwirwj7sp2ttkn5ave@jpeg,"Does this look infected?

Just My Nonsense:
https://bsky.app/profile/did:plc:2cz6x3e7thlqjc5cxa2hnbsn/feed/aaab3yqtmpox2",Uncle Duke,2565,377,2024-01-26T00:08:46.737Z,[],894,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:aauzlzzvsle7whfbf5pdfemk,femin.ized.gay,https://cdn.bsky.app/img/avatar/plain/did:plc:aauzlzzvsle7whfbf5pdfemk/bafkreie5hv5rzca6k2q6kb25cscj566yjouqmdsqwwpdms3ufhua4sw3ka@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:aauzlzzvsle7whfbf5pdfemk/bafkreibwj3w75d75z24uiueezdeltwwuuknqr46kdjal2f67uinkgs5ofe@jpeg,"silly trans bimbo in SoCal | she/her | AuDHD
discord: taylortwirls
🔞 MDNI

70% lewds 30% shitposts

yet another Bluesky trans Spider-Gwen

so bottom that I make other bottoms want to top me. 
 
https://ko-fi.com/taylortwirls
cashapp: $taylor",Tay (Cumslutress Classic) 🏳️‍⚧️ ,2418,597,2024-03-20T18:30:30.843Z,[],22444,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:yszq3r6es46yc3vffyhwydq7,danglinghemmie.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yszq3r6es46yc3vffyhwydq7/bafkreibry6ond4de7nn3mx2kq75dgaiilt3o5zdp5nqowoul5tyu5u6sru@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:yszq3r6es46yc3vffyhwydq7/bafkreiaw5ds5yhit7lbxswezxew3stqsjgnvnied6tbeasgapunqg743gq@jpeg,we're all worms,skáld,3555,628,2024-02-29T01:47:13.007Z,[],10521,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:pgppxekvpklq6smlilrxg7ke,lubchansky.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:pgppxekvpklq6smlilrxg7ke/bafkreiadtrczf76hhxoksokk3bfakit5s2uwqzdqbt4t76ornj2f5uqrmu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pgppxekvpklq6smlilrxg7ke/bafkreih2on6wyxqxt3plfadczesl4ikgay4kajdeybuq2er2ocfslt6jo4@jpeg,award-winning transsexual comics idiot // boysweekend.biz,mattie lubchansky,17216,519,2024-01-25T23:56:06.340Z,[],1757,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:jp6kosbeb3bkbadjr2ttznbu,swin24.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jp6kosbeb3bkbadjr2ttznbu/bafkreifvywch3cfnrtba52li5jojbjwa6cdv73bkitwzee7bwkgfy3jsbu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jp6kosbeb3bkbadjr2ttznbu/bafkreigpoh5ygc2nphkcezo35u6uuupvhhhnxq53u75ppnyr7oxbjrqsfe@jpeg,senior politics reporter @ Rolling Stone magazine // co-author of ‘Sinking in the Swamp’ // lecturer at the University of Cincinnati (go Bearcats 🐻 🐱) // volunteer at St. Vincent de Paul - Cincinnati // Rolling Stones obsessive,Asawin Suebsaeng,13609,1894,2024-01-25T23:55:23.683Z,[],3216,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:izyhs2sdk3zbm65aawhyoosd,rosalarian.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:izyhs2sdk3zbm65aawhyoosd/bafkreiazvkfckslcmvzf56cla2ntpwr7lyb5x42ikuf5k4yvherrqzmpxu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:izyhs2sdk3zbm65aawhyoosd/bafkreibentbmyhkkqvdaz4xa55d4rrnzesajsvtszz6cedxmnj3zhv3wk4@jpeg,"Comic artist, novel writer, burlesque performer, queer icon, creator and destroyer of worlds. They/them.
rosalarian.com ro@rosalarian.com",Ro Salarian,1492,154,2024-02-07T18:45:20.921Z,[],1074,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:dg5vxv3natjdyzjbo2hjv5g3,stuflemingnz.bsky.social,,,"Purpose.gallery, Māpua",,426,297,2024-01-26T00:47:45.746Z,[],4497,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:5zfcmbupaqsvkiweknzwbt3x,fallonturing.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5zfcmbupaqsvkiweknzwbt3x/bafkreiej7pjmjyhg2xdoeddqkhgyd3hnx6cic3qq6il4e3w7a5ezlyk7di@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5zfcmbupaqsvkiweknzwbt3x/bafkreicusb5gmdiu6v6iqaqs23ekmzvp4otnqinvgf35jifgk6tne4jbcm@jpeg,"Queer, disabled, Jewish. Newbie Youtuber. Communist and anti-zionist. I also talk about fandom a lot. Will knit you stuff for money. Will not tolerate moral lectures from Germans. They/he. | patreon.com/fallonbinns | youtube.com/@FallonTuring #nobridge",Fallon | The audacity of these krauts,370,429,2024-02-13T22:34:42.043Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:5zfcmbupaqsvkiweknzwbt3x', uri='at://did:plc:5zfcmbupaqsvkiweknzwbt3x/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidqdq2vp7tujktu7ds7nnhsy5vejvmiy2iuxw52nt5tjzxsbke7sa', neg=None, py_type='com.atproto.label.defs#label')]",1634,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:njxcscm7gcrfrimdx3d7vupb,jwgoerlich.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:njxcscm7gcrfrimdx3d7vupb/bafkreiemrcps3vrzxnkyfuxtdyptx7lvuvqwfpyfb3d5dx4neyp45qikgu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:njxcscm7gcrfrimdx3d7vupb/bafkreigra2xipga7igss3ztkw4jqu5obk52yitshiujxsdanmp2ypcpks4@jpeg,Just another graybeard hacker wandering this cyber techno dystopia. Sometimes humorous. ,J Wolfgang Goerlich,428,166,2024-01-26T00:46:28.044Z,[],116,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:h4rsl4bmfgmofme5t6qxfu5u,mwosam.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:h4rsl4bmfgmofme5t6qxfu5u/bafkreigkprl7lkuyrsah3cidoufotsg4ulr3a2hnsbncl2of6ke6sl3wom@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:h4rsl4bmfgmofme5t6qxfu5u/bafkreiadwzvt5oqeojjjhmsfcp4zr3k7f6k6deckhkw2rhvsh2u7vywykm@jpeg,My site is at https://www.superdoomedplanet.com .,Wesley Osam,142,57,2024-01-26T00:26:12.705Z,[],146,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:4usmserhjqkvhldgedfjb3jw,paleofuture.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4usmserhjqkvhldgedfjb3jw/bafkreiedubmtj2fg64b4xm3difzyeq6gwes45x34ucki2skfurq4v4bohi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:4usmserhjqkvhldgedfjb3jw/bafkreidmhbr46dbq6mj4wqfvok7wzdsp2ng7xboqjwdwp2r52og2g62g7q@jpeg,Tech reporter at Gizmodo. Founder of Paleofuture.com. ,Matt Novak,6337,717,2024-02-13T20:58:26.541Z,[],2985,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:bhg5fzu5fgj57tqsgsxc2ki2,lordbusinessman.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:bhg5fzu5fgj57tqsgsxc2ki2/bafkreih3w47p24wk2xpnxxvonhr2zvrvfpeib5wwt4tgq3lrdzuv64h7wm@jpeg,,"Way too young to lie here forever
Way too old to try so whatever ",Lord Businessman II ,3102,445,2024-03-19T17:20:14.644Z,[],12388,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:cwcobjlubx4wuuj7xhdkcsti,rhi.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cwcobjlubx4wuuj7xhdkcsti/bafkreid6nhn5563qqijrwx5bkgff2oeymsca7lq6jnl5zvzwg6p6yvg3fi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:cwcobjlubx4wuuj7xhdkcsti/bafkreifztsk7zsyffgv7iqjgf3anjsahmuwprzuxgtscy3rigw7tgilmey@jpeg,"Narrative dabbler in various words ponds. Tiffany Aching’s Guide to Being a Witch, Crystal of Storms, Campaigns & Companions, Tomb Raider 2013, Rise of the Tomb Raider, Heavenly Sword, Mirrors Edge, Overlord series, Lost Words. ",Rhianna Pratchett,4954,67,2024-01-26T00:30:13.795Z,[],74,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:qjzrpzlcmir3bkss4b5nh6ox,thielman.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qjzrpzlcmir3bkss4b5nh6ox/bafkreiccpshthhzm46jbmccuriqtok6pwnkos4hqqmwuocfrad3mdg4i3u@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:qjzrpzlcmir3bkss4b5nh6ox/bafkreicjv27kh62dzi625acgmkak4ej5ta3kj6pu2jmroqoethqtvso4au@jpeg,"Sam Thielman | samthielman.52 on Signal | Seen NYT Book Review, New Yorker, Slate, Atlantic, foreverwars.ghost.io | he/him | 741.5 (Comic books, strips, etc.) | NC born and raised, in Brooklyn for the duration | I’m just going out to commit certain deeds.",CHOAM Nomsky 💭,9992,973,2024-03-07T16:12:59.418Z,[],9714,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:d7cxynfva4ff62b3ia7mclwn,nickkodama.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:d7cxynfva4ff62b3ia7mclwn/bafkreibtf2nthd6jce3idlbeiie5hk7mhwlba37v64xyz2hdi2og4zkxye@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:d7cxynfva4ff62b3ia7mclwn/bafkreif5ibjn4cwlbrs7sohhau7pdomslbh4wywiklbkedd47z2anunbxm@jpeg,"PhD candidate at Georgetown University | Studying nukes, IR, Japan, East Asia | Also posting photos of my cat and food.",Nick Kodama,290,421,2024-02-29T20:39:45.107Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:d7cxynfva4ff62b3ia7mclwn', uri='at://did:plc:d7cxynfva4ff62b3ia7mclwn/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihgakm5gbdvaylhngiejlfwq5o4fsnvalkeoubb6ahtnuadyj2pna', neg=None, py_type='com.atproto.label.defs#label')]",462,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:eon2iu7v3x2ukgxkqaf7e5np,safety.bsky.app,https://cdn.bsky.app/img/avatar/plain/did:plc:eon2iu7v3x2ukgxkqaf7e5np/bafkreih7mgyv6dugcguewqnuev64i7jsljhtrr6olfadmxq2dasfb7woam@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:eon2iu7v3x2ukgxkqaf7e5np/bafkreihqiqhobrgb45oe2szs3474er5kjnrizsp5d2waidsirolkzpsblm@jpeg,"Sharing updates about trust and safety on Bluesky.

This account’s mentions are not actively monitored. To report a post or account, use the in-app reporting feature.

Community Guidelines: https://bsky.social/about/support/community-guidelines",Bluesky Safety,104685,2,2024-02-08T00:51:47.040Z,[],42,blocked_by=False blocking=None blocking_by_list=None followed_by=None following='at://did:plc:w5mjarupsl6ihdrzwgnzdh4y/app.bsky.graph.follow/3kfbbj73wjf2y' muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:jmszivbbbadpztauju5dev26,ovna.dev,https://cdn.bsky.app/img/avatar/plain/did:plc:jmszivbbbadpztauju5dev26/bafkreianupste7dme3icedofwcmspwqzyfmllvwupf2qoqa3dw56zimkfa@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jmszivbbbadpztauju5dev26/bafkreiedzrxhd7jkil2xzrhrpu6wwvghhlyniycvho64pidz5yin4edjcu@jpeg,"💻 ʜʏᴘᴇʀ ʙʏᴛᴇ ᴅʀɪꜰᴛᴇʀ 🏳️‍⚧️

ꜰᴇʏ ꜱᴘɪʀɪᴛ ᴏꜰ ᴛʜᴇ ᴍᴇʀᴋʟᴇ ꜰᴏʀᴇꜱᴛ",nova'dib,401,64,2024-03-10T21:03:47.419Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:jmszivbbbadpztauju5dev26', uri='at://did:plc:jmszivbbbadpztauju5dev26/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreieldr66ndo6t5lajyybd3qvfpasfg6jhhp3zkpbp2qfk6xzg2iexi', neg=None, py_type='com.atproto.label.defs#label')]",2439,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:o7xt7svg2xtjbb4e2xqahqqc,spavel.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:o7xt7svg2xtjbb4e2xqahqqc/bafkreia33xjzvm4m4z3gbqv7dqui3gbnwl5dy2d67ar3kryaqhzv35bqly@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:o7xt7svg2xtjbb4e2xqahqqc/bafkreibyplnlqhcdgl2mnmx5svr3tltpw4t7uz7yox6aa6wkt44zqinrhm@jpeg,"Design is the rendering of care.

🌐 http://spavel.medium.com 💼 UX @ AWS 🟦 Sick of rectangles 🧑 he/him",Pavel,2571,1127,2024-03-18T12:31:20.944Z,[],12990,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:qnwrertmdznkkexzktkweuvb,edithcharles.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qnwrertmdznkkexzktkweuvb/bafkreicprnzoa7cuntyf5fhd7fcn23vnfpmrkzj4je2op7fdwfttnb4aku@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:qnwrertmdznkkexzktkweuvb/bafkreib77c3wptrl4xdfmzqwgylcug3g4c5curzl3pigosgpseo5zuq35u@jpeg,"Known on Twitter as @thestuffofmemes | Recovering journalist | Bylines: Huck, Dazed, ThinkProgress, Guardian (US) | homelessness survivor |♿|🏳‍⚧|🏳‍🌈|⛓|🎲| polyamorous | Trekkie | marooned (normal island) | she/her | abolish golf",Edith Charles 🏳️‍⚧️ ,2899,608,2024-03-19T08:56:40.343Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:qnwrertmdznkkexzktkweuvb', uri='at://did:plc:qnwrertmdznkkexzktkweuvb/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreic2soi7nfxm6oaa6p7di6pzze62dv4wvpp3ni7upbhssaektx6qni', neg=None, py_type='com.atproto.label.defs#label')]",16536,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:czfice3ke4lhmdxgzloylxha,amalasrosa.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:czfice3ke4lhmdxgzloylxha/bafkreiftnyj6avxjeg4oirh26rpccuoe2wtlkjojsrroz27idmxbpsj7hi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:czfice3ke4lhmdxgzloylxha/bafkreifz6pzof2gwfdsmatx62tyoghug4xkgsut7sosoiyavhbimbkh6wa@jpeg,"Amalas // Freelance and comic artist 
📧amalasdraws@gmail.com
Rep. by Jennifer Azantian of Azantian Literary

Any use of my art for ai created image training or creation is forbidden.",Amalas,4106,646,2024-01-26T00:03:39.563Z,[],5138,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:5dn6hroc3v7i53cz6hpq3zgv,jrbolt.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5dn6hroc3v7i53cz6hpq3zgv/bafkreigiy7jwy7rywt2s7mid6vcksweekxbghk4hwn4kkdamtzyzwzvczi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5dn6hroc3v7i53cz6hpq3zgv/bafkreiheltyt3p6zg2duyp7nnnmkgywb7w7skrrkkxwx4yswrw7xbqqkte@jpeg,"I believe in slime. Writer and designer who likes horror, dark fantasy and artistic obscurities. Lots of art RTs",J.R. ,1844,362,2024-01-25T23:51:18.788Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:5dn6hroc3v7i53cz6hpq3zgv', uri='at://did:plc:5dn6hroc3v7i53cz6hpq3zgv/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreibmn43l4qhg4odzxmajg2l4t4kgufbxll2zyrg3aqrzttjcc36uym', neg=None, py_type='com.atproto.label.defs#label')]",6481,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:5j4pcz5scisofl4yfoeurags,boner.ink,https://cdn.bsky.app/img/avatar/plain/did:plc:5j4pcz5scisofl4yfoeurags/bafkreiezeoumoof3d5micfxpvsa7sh5bamy5uudnwv24n6ao54uflkfsze@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5j4pcz5scisofl4yfoeurags/bafkreid5zixmus62446oe67vyabmtomdvhbgvhoglwddln7lzdlcsbhpxa@jpeg,"eyy woah pal, im postin’ ovah here",mr. cannoli,3599,996,2024-01-25T23:56:51.248Z,[],3913,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:kmt6b7nv5u67pjhtisabguse,martian-observer.art,https://cdn.bsky.app/img/avatar/plain/did:plc:kmt6b7nv5u67pjhtisabguse/bafkreic3273f45ndbv5j6j5myft3qym2cfjlphauicfbajdqtobekkgmtm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:kmt6b7nv5u67pjhtisabguse/bafkreibwzznfjuvwtxkc5pgbqdvybz5mocyo6pqajh22hghrwvjs6kbk4u@jpeg,"Formerly @wolfiesmiffed of this parish.
Interests: Mars, space science. 
Hobbies: photography, coding, and blender 3D.

Mars images: https://www.flickr.com/photos/134331707@N02/albums/72177720313447009",Del - Martian Observer,268,246,2024-03-13T23:59:30.444Z,[],5255,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:pmyqirafcp3jqdhrl7crpq7t,ygalanter.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:pmyqirafcp3jqdhrl7crpq7t/bafkreid3oeubuwvqoxmwolnkfjt3nuu4qp3fpujml2dlnq7vn6j6ift53a@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pmyqirafcp3jqdhrl7crpq7t/bafkreih7y6vmmvyjpbktl7gkqwrrarwp54dlnh2ngenea5roak4pzb7u6m@jpeg,"Principal software engineer. AWS/CDK/TypeScript.
Pink Floyd/Star Trek/Coding/VR/Cats

@ygalanter on Twitter (unsuspended for some reason lol)
@ygalanter@hachyderm.io on Mastodon
",Comfortably Numb,6060,760,2024-03-15T00:26:34.543Z,[],24701,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
