linkid,link,sociopolitical,ideology,partisan,metadata,source_feed
522,https://bsky.app/profile/blueheronfarm.bsky.social/post/3krt4zm3hl32z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
523,https://bsky.app/profile/minovskyarticle.bsky.social/post/3krjn5ytc5t2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
524,https://bsky.app/profile/kenwhite.bsky.social/post/3krhbt6qp7224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
525,https://bsky.app/profile/willquinnart.bsky.social/post/3krpnei3fhs2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
526,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krqmqlgel22a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
527,https://bsky.app/profile/jaws-stone.bsky.social/post/3krgekvqjuc2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
528,https://bsky.app/profile/denniskberlin.bsky.social/post/3krixnxvp2k2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
529,https://bsky.app/profile/blueheronfarm.bsky.social/post/3krm3k5c2zc2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
530,https://bsky.app/profile/kenwhite.bsky.social/post/3krpecb2bn324,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
531,https://bsky.app/profile/bodegacats.bsky.social/post/3krlirnqie32m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
532,https://bsky.app/profile/peterjelinek.bsky.social/post/3krojo64frk27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
533,https://bsky.app/profile/guido-kuehn.bsky.social/post/3krqely72hl2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
534,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krfckmqf6c2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
535,https://bsky.app/profile/simonpratt.bsky.social/post/3krgktgcy3c2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
536,https://bsky.app/profile/peterjelinek.bsky.social/post/3kriijbgu7s22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
537,https://bsky.app/profile/mobute.bsky.social/post/3krfekyykds2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
538,https://bsky.app/profile/blair.bsky.to/post/3krh4mpbdf524,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
539,https://bsky.app/profile/vlkrdhr.bsky.social/post/3krliadiilk24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
540,https://bsky.app/profile/kashana.bsky.social/post/3krfjk5thok26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
541,https://bsky.app/profile/fishtopher.bsky.social/post/3krmndccym22u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
542,https://bsky.app/profile/hausofdecline.bsky.social/post/3krtbnhenkz2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
543,https://bsky.app/profile/wolvendamien.bsky.social/post/3krfgog2pbk2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
544,https://bsky.app/profile/frolleincortex.bsky.social/post/3krm7sdt6nk2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
545,https://bsky.app/profile/smi.bsky.social/post/3krffsygqqc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
546,https://bsky.app/profile/akairiot.com/post/3krocwexukc2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
547,https://bsky.app/profile/mickeytheretriever.bsky.social/post/3kropjd353s2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
548,https://bsky.app/profile/gabrielmalor.bsky.social/post/3kremkcqb5s25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
549,https://bsky.app/profile/scalzi.com/post/3krh2jdc6kk2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
550,https://bsky.app/profile/ceej.online/post/3krjcc4hsy42t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
551,https://bsky.app/profile/lukelukeluke.bsky.social/post/3krt6t4g7i22q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
552,https://bsky.app/profile/billcorbett.bsky.social/post/3krflk6mygs26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
553,https://bsky.app/profile/akivamcohen.bsky.social/post/3krhury7jmr27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
554,https://bsky.app/profile/pilotv.bsky.social/post/3krjmqopdjr2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
555,https://bsky.app/profile/tkingfisher.bsky.social/post/3krlytlrct32o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
556,https://bsky.app/profile/bsky.app/post/3krgsznyq6d2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
557,https://bsky.app/profile/rincewind.run/post/3krmfulu3kl2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
558,https://bsky.app/profile/mattseybold.bsky.social/post/3krsyjdy6wi26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
559,https://bsky.app/profile/blueheronfarm.bsky.social/post/3kre5u3vfc224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
560,https://bsky.app/profile/ploommy.bsky.social/post/3krp3dy3mef2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
561,https://bsky.app/profile/stevesilberman.bsky.social/post/3krjwjybl4o23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
562,https://bsky.app/profile/xkcd.com/post/3krvm3lc7y22h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
563,https://bsky.app/profile/catsofyore.bsky.social/post/3krhqppgdsc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
564,https://bsky.app/profile/eschatonblog.com/post/3krsvkhdv7k22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
565,https://bsky.app/profile/techconnectify.bsky.social/post/3kreajjuo2s2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
566,https://bsky.app/profile/juicysteak117.gay/post/3krhv7bnh4s25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
567,https://bsky.app/profile/themckenziest.gay/post/3krhyxju2m22w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
568,https://bsky.app/profile/cait.bsky.social/post/3krlgkz7j5c2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
569,https://bsky.app/profile/mtsw.bsky.social/post/3krh27qrhnk24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
570,https://bsky.app/profile/attackerman.bsky.social/post/3krtjbhkcos2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
571,https://bsky.app/profile/catbus.bsky.social/post/3krts7hipel2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
572,https://bsky.app/profile/anisekstrong.bsky.social/post/3kroquf6bwt2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
573,https://bsky.app/profile/pimenta13br.bsky.social/post/3krqmpdv2m22f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
574,https://bsky.app/profile/snegovski9623.bsky.social/post/3krmm43icfs2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
575,https://bsky.app/profile/babadookspinoza.bsky.social/post/3krowxdfife2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
576,https://bsky.app/profile/joshuajfriedman.com/post/3krpob7mjxs2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
577,https://bsky.app/profile/jrbolt.bsky.social/post/3krrgzy5jkk25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
578,https://bsky.app/profile/polgreen.bsky.social/post/3krmc7xjics2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
579,https://bsky.app/profile/costasamaras.bsky.social/post/3krpnb4jvpg2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
580,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krrfiwosmc2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
581,https://bsky.app/profile/jacketbear.bsky.social/post/3krsfgag6g22k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
582,https://bsky.app/profile/sharkcat.bsky.social/post/3krt7gtkazh2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
583,https://bsky.app/profile/clemm.bsky.social/post/3krsdpeu64d2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
584,https://bsky.app/profile/philplait.bsky.social/post/3kreuuupne22g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
585,https://bsky.app/profile/krisko.bsky.social/post/3krrstpnh7w2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
586,https://bsky.app/profile/blueheronfarm.bsky.social/post/3krrlonlskk2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
587,https://bsky.app/profile/cyrenatouros.bsky.social/post/3krtco34gh22x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
588,https://bsky.app/profile/dly.bsky.social/post/3krtkbcioyk25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
589,https://bsky.app/profile/lulaoficial.bsky.social/post/3kroljucrtk2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
590,https://bsky.app/profile/phillewis.bsky.social/post/3krethwk4us2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
591,https://bsky.app/profile/internethippo.bsky.social/post/3krhxypetad2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
592,https://bsky.app/profile/brooklynmarie.bsky.social/post/3kri4sst32l2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
593,https://bsky.app/profile/lulaoficial.bsky.social/post/3krmquowzkd2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
594,https://bsky.app/profile/jwhitbrook.bsky.social/post/3krqs57rfcn2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
595,https://bsky.app/profile/gaziter.bsky.social/post/3krqvsp63fg2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
596,https://bsky.app/profile/lukelukeluke.bsky.social/post/3krh47ng7ex2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
597,https://bsky.app/profile/mattseybold.bsky.social/post/3krsy2rf2zq26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
598,https://bsky.app/profile/gregpak.bsky.social/post/3krfj6cwhok2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
599,https://bsky.app/profile/wolvendamien.bsky.social/post/3krmuu6mmh52h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
600,https://bsky.app/profile/miriam.lol/post/3krqufcg3522q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
601,https://bsky.app/profile/karlbode.bsky.social/post/3krrhbdwvqc2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
602,https://bsky.app/profile/brianphillips.bsky.social/post/3krgvlimg3d2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
603,https://bsky.app/profile/weeder.bsky.social/post/3krnbc7ogjq2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
604,https://bsky.app/profile/estrogenempress.gay/post/3krruiex67i23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
605,https://bsky.app/profile/mondomascots.bsky.social/post/3krkhkt4ndt2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
606,https://bsky.app/profile/jbouie.bsky.social/post/3krjihoabby2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
607,https://bsky.app/profile/kenwhite.bsky.social/post/3krlui72uys2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
608,https://bsky.app/profile/sailorrooscout.bsky.social/post/3krtgp6l4pc2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
609,https://bsky.app/profile/ixy.bsky.social/post/3krqkjeress22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
610,https://bsky.app/profile/secondlina.bsky.social/post/3krtiyv2atw2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
611,https://bsky.app/profile/andraste.fuckbgp.com/post/3krmhlb3u5w2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
612,https://bsky.app/profile/mirya.bsky.social/post/3krohigevwf22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
613,https://bsky.app/profile/donmoyn.bsky.social/post/3krgnr4iwnt26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
614,https://bsky.app/profile/kenwhite.bsky.social/post/3kregp2vaps2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
615,https://bsky.app/profile/elleisanisland.bsky.social/post/3krludzq3vc24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
616,https://bsky.app/profile/macnult.wifeguy.online/post/3krjtx422h22u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
617,https://bsky.app/profile/iboudreau.bsky.social/post/3krfmjx6tj224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
618,https://bsky.app/profile/blueheronfarm.bsky.social/post/3krqvw2inmm2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
619,https://bsky.app/profile/ameliamnesia.xyz/post/3krres3aino2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
620,https://bsky.app/profile/mckelvie.bsky.social/post/3krgjm4xosp2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
621,https://bsky.app/profile/mahoukarp.bsky.social/post/3krkjhbrnac23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
622,https://bsky.app/profile/rmac.bsky.social/post/3krmlzxm7lf2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
623,https://bsky.app/profile/normalfriend.bsky.social/post/3krfe42i5bk2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
624,https://bsky.app/profile/andrewleber.bsky.social/post/3krszzlacwf2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
625,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krp26p7mhy2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
626,https://bsky.app/profile/josephcox.bsky.social/post/3krlnv6ussv2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
627,https://bsky.app/profile/daveanthony.bsky.social/post/3krmdrsxwjk2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
628,https://bsky.app/profile/squeezable.bsky.social/post/3krtikf34h22b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
629,https://bsky.app/profile/ennuidoofen.bsky.social/post/3krmssrkyak2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
630,https://bsky.app/profile/nkalamb.bsky.social/post/3kriypg72ke2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
631,https://bsky.app/profile/ixy.bsky.social/post/3krlkv3bgvc2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
632,https://bsky.app/profile/theradr.bsky.social/post/3krrdutbvpc2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
633,https://bsky.app/profile/lazarorosa.bsky.social/post/3krri67yyur2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
634,https://bsky.app/profile/gleisi.bsky.social/post/3kreviq7ra42o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
635,https://bsky.app/profile/simonee.bsky.social/post/3krfjrvayz222,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
636,https://bsky.app/profile/marisakabas.bsky.social/post/3krowl5xfle2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
637,https://bsky.app/profile/marisakabas.bsky.social/post/3krfioayhal2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
638,https://bsky.app/profile/andreagrimes.bsky.social/post/3krlrc4naos2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
639,https://bsky.app/profile/themckenziest.gay/post/3krp6uljs4c2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
640,https://bsky.app/profile/swin24.bsky.social/post/3kreh6qrihc2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
641,https://bsky.app/profile/mtsw.bsky.social/post/3krtdjgz5fc2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
642,https://bsky.app/profile/iboudreau.bsky.social/post/3krffv47l3c24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
643,https://bsky.app/profile/thomaszimmer.bsky.social/post/3krgmltbcpf2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
644,https://bsky.app/profile/jbouie.bsky.social/post/3kru2ewo3tl2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
645,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krphyt6c6z2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
646,https://bsky.app/profile/cait.bsky.social/post/3krhuj2q6ks2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
647,https://bsky.app/profile/jbouie.bsky.social/post/3krhvk6qmo22z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
648,https://bsky.app/profile/brendelbored.bsky.social/post/3krqzn546zr2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
649,https://bsky.app/profile/akitainuho.bsky.social/post/3krmm2tb3y22s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
650,https://bsky.app/profile/karoshi.bsky.social/post/3kroqr55aod27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
651,https://bsky.app/profile/lazarorosa.bsky.social/post/3krrtqfzn3s27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
652,https://bsky.app/profile/mattseybold.bsky.social/post/3krsyalj4qf25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
653,https://bsky.app/profile/joshuaerlich.bsky.social/post/3krlgqz2ldl26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
654,https://bsky.app/profile/coachfinstock.bsky.social/post/3krlxvqj57j25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
655,https://bsky.app/profile/joelmathis.bsky.social/post/3krivvx3w2k2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
656,https://bsky.app/profile/lukelukeluke.bsky.social/post/3krj6znss4326,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
657,https://bsky.app/profile/kentito.bsky.social/post/3krncmqrr6v2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
658,https://bsky.app/profile/womensart1.bsky.social/post/3kroa6pii2f2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
659,https://bsky.app/profile/simzart.bsky.social/post/3krmqwy2hsc2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
660,https://bsky.app/profile/ismipratima.bsky.social/post/3krrbrk7ko32k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
661,https://bsky.app/profile/celeryman.bsky.social/post/3krtodw5wld2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
662,https://bsky.app/profile/brendannyhan.bsky.social/post/3krgpyyoz6s27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
663,https://bsky.app/profile/wolfskulljack.bsky.social/post/3krmigo25db2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
664,https://bsky.app/profile/akitainuho.bsky.social/post/3krhltxejvk2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
665,https://bsky.app/profile/themckenziest.gay/post/3krkvilzm222y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
666,https://bsky.app/profile/willquinnart.bsky.social/post/3kri3yug62d2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
667,https://bsky.app/profile/gothamgirlblue.com/post/3krjgjlew7t2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
668,https://bsky.app/profile/ksuwabe.bsky.social/post/3krltlpjuux27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
669,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3krlwcef3bo22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
670,https://bsky.app/profile/cait.bsky.social/post/3krqvqv5jam2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
671,https://bsky.app/profile/self.agency/post/3krll3igf252a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
672,https://bsky.app/profile/narkosedoc.bsky.social/post/3krtqxe3x6c2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
673,https://bsky.app/profile/scalzi.com/post/3krm3t3wgmz24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
674,https://bsky.app/profile/mondomascots.bsky.social/post/3krofmpzbxl2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
675,https://bsky.app/profile/mattseybold.bsky.social/post/3krsyyofne524,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
676,https://bsky.app/profile/byelacey.bsky.social/post/3kre6rbn2pc2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
677,https://bsky.app/profile/measuredandslow.bsky.social/post/3krpvf3axnk2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
678,https://bsky.app/profile/brendelbored.bsky.social/post/3kro5mbp4gk2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
679,https://bsky.app/profile/keymonster.bsky.social/post/3krlmxcie222t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
680,https://bsky.app/profile/paleofuture.bsky.social/post/3krfgnsm7dk2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
681,https://bsky.app/profile/shinadayu.bsky.social/post/3krkyycqzgs2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
682,https://bsky.app/profile/jbouie.bsky.social/post/3krtttlbcc32k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
683,https://bsky.app/profile/radleybalko.bsky.social/post/3krofgzwunv25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
684,https://bsky.app/profile/rahaeli.bsky.social/post/3kromdw7rnc2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
685,https://bsky.app/profile/foxfeather.bsky.social/post/3krtn2o62s22z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
686,https://bsky.app/profile/nkalamb.bsky.social/post/3krubwiinks2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
687,https://bsky.app/profile/nameshiv.bsky.social/post/3kroc2rwwuk2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
688,https://bsky.app/profile/renate-kuenast.de/post/3krszcv24tg2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
689,https://bsky.app/profile/bodegacats.bsky.social/post/3krghfvugkk2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
690,https://bsky.app/profile/raf.bsky.social/post/3krpq4nlpzo26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
691,https://bsky.app/profile/kendrawrites.bsky.social/post/3krrv76skby2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
692,https://bsky.app/profile/theferocity.bsky.social/post/3krfhp6ucws2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
693,https://bsky.app/profile/laertecoutinho.bsky.social/post/3krldnnyxso2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
694,https://bsky.app/profile/cscharun.bsky.social/post/3kruwvsxpjm26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
695,https://bsky.app/profile/rahaeli.bsky.social/post/3krf5q72upk2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
